Comments,Company,Date,GeneralScore,LMScore
b'RT @RampCapitalLLC: $MCD https://t.co/F0GJWQlbCE',$MCD,11/27/2018,0,0
b'$MCD https://t.co/sOkWHShuY2',$MCD,11/27/2018,0,0
b'Once Desperate #Allergan Begins To PANIC\n$amgn $acad $brk $crm $cmg $sbux $ibb $myl $mrk $teva $azn $gsk $btc $cat... https://t.co/2PTwlYAMy8',$MCD,11/27/2018,-0.052631579,-0.052631579
b'NEXT TRIPS RUNNER. Follow @vipernetworks for updates $PTEN $NWL $TJX $EPD $TBT $NE $TAL $SPXS $MXIM $WELL $MMM $SRC... https://t.co/6qhJW2QzYs',$MCD,11/27/2018,0.055555556,0
b'The current SCR (Bacon Smokehouse) is one of the best burgers $MCD has ever come out with. It gets replaced tomm w... https://t.co/hBc6BLTxOQ',$MCD,11/27/2018,0.066666667,0.071428571
b'Long $MCD https://t.co/0iTMwFYf7E',$MCD,11/27/2018,0,0
b'THIS WILL BE AMERICAS #1 PENNYSTOCK.!!! \n\nSIGN UP TO RECEIVE THE ALERT THAT WILL CHANGE UR LIFE !!!\n\nJOIN OUR FAMIL... https://t.co/MDAaalN57q',$MCD,11/27/2018,0.230769231,-0.25
b'Dumont &amp; Blake Investment Advisors Has Increased Its Pnc Financial Services Group I $PNC Stake; Capital World Inves... https://t.co/JAxb0p5ij6',$MCD,11/27/2018,-0.0625,0
b'Bank Of The West Lowered By $1.47 Million Its Mcdonalds $MCD Holding; Shorts at Mks Instruments $MKSI Raised By 3.4... https://t.co/KOXesIOTm3',$MCD,11/27/2018,-0.230769231,0
"b'When you have a good business, run well and your customers appreciate your efforts to serve them... you get compani... https://t.co/TGyZWtEDwz'",$MCD,11/27/2018,0.083333333,0.090909091
b'General Electric Co $GE Stock Price Declined While Wellcome Trust LTD Upped Its Position; Eads &amp; Heald Investment C... https://t.co/QmnJLZVoyN',$MCD,11/27/2018,0.071428571,0
b'@ProfectuSystems has a wide variety of trading models to choose from. $MCD $PZZA $DPZ $DRI $CAKE $NDLS $GMCR $KO $PEP',$MCD,11/27/2018,0,0
b'When a machine works perfectly....  $MCD holding so steady amid this market correction. #RetirementStock',$MCD,11/27/2018,0.272727273,0
b'Mcdonalds $MCD Holder First Republic Investment Management Increased Position; North Star Investment Management Lif... https://t.co/qmZakFXMiF',$MCD,11/27/2018,0.2,0.066666667
"b'RBC Capital Ups Royal Mail PLC $ROYMF To ""Hold""; Mcdonalds $MCD Shorts Lowered By 6.92% https://t.co/7Ax5X1GyOi'",$MCD,11/27/2018,-0.166666667,0
"b'Thanks to its worldwide sales and sound balance sheet, this fast food king has raised its dividend every year since... https://t.co/E0J6JBaPug'",$MCD,11/27/2018,0,0
b'I havent heard ANY positive things ever said about our media buyer OMD w/in $McD. They had a disastrous run since... https://t.co/hPw7AtieOZ',$MCD,11/27/2018,-0.066666667,0.066666667
b'Corp released an update on their BBV2020 plan w some system changes due to significant operator concern. Interest... https://t.co/ewas9JqoT4',$MCD,11/27/2018,0.076923077,-0.076923077
"b'@MarioBerky Yes, there is a move to yield and and stocks like BATS. $MRK, $MCD etc ...'",$MCD,11/27/2018,0.1,0
b'$MCD open interest for maturity 11/30/2018. High put=167.50 High call=185.00 #maxpain #options... https://t.co/XVUzPGX7UO',$MCD,11/27/2018,0.454545455,0
b'Bristol Myers Squibb Co $BMY Holder Mark Sheptoff Financial Planning Cut Its Holding as Shares Rose; As Mcdonalds... https://t.co/uGbqhAMUep',$MCD,11/27/2018,0,-0.066666667
"b'As Mcdonalds Com $MCD Market Value Declined, Beese Fulmer Investment Management Has Increased by $422,916 Its Holdi... https://t.co/HAxPDLFAOe'",$MCD,11/27/2018,0.071428571,-0.076923077
b'Make Money Trading &gt;&gt;&gt;https://t.co/yjh3Y7KLGz&lt;&lt; Join #1 Algorithm Based Trading System $SPX $SPY $MU $NVDA $AMZN... https://t.co/wR9WzrDUcu',$MCD,11/27/2018,0.071428571,0
"b'RT @pharris667: IBD Big Cap 20 With Rank November 26, 2018 1. $ULTA $CNC $CI $CMCSA $LLY $SBUX $UAL $CHD $XLNX $WM $ISRG $CLX $MRK $INTC $V...'",$MCD,11/27/2018,0,0
b'BidaskClub top 50 #StronglyBought $RCI $VEEV $MFGP $TTC $CB $DUK $SO $MCD $BDX $ICE $MMC $SYK $FIS $CMCSA $FOX $WM... https://t.co/EvuqsyyWPH',$MCD,11/27/2018,0,0
"b'As Microsoft Corp $MCD Share Value Declined, Paragon Capital Management LLC Has Lifted Position by $7.93 Million - https://t.co/WdewHoaNTt'",$MCD,11/27/2018,0.2,0
b'Microsoft Corp $MCD Stock Value Declined While Paragon Capital Management LLC Has Lifted by $7.93 Million Its Posit... https://t.co/a116SPbQqd',$MCD,11/27/2018,0.142857143,-0.071428571
b'Microsoft Corp $MCD Stock Price Declined While Paragon Capital Management LLC Boosted Its Holding https://t.co/88bXzmSpOU',$MCD,11/27/2018,0.076923077,0
b'Paragon Capital Management LLC Stake in Microsoft Corp $MCD Has Lifted by $7.93 Million as Valuation Declined - https://t.co/vKQBna3nBd',$MCD,11/27/2018,0,-0.076923077
b'Paragon Capital Management LLC Stake in Microsoft Corp $MCD Has Raised as Valuation Declined https://t.co/J99Fbpylf0',$MCD,11/27/2018,-0.083333333,-0.083333333
b'$MCD:\n\n3 Reasons McDonalds Stock Could Hit New All-Time Highs:\n\nhttps://t.co/ffRn8A65Ff',$MCD,11/27/2018,0.125,0
"b'Popular: $HIBB, $COL, $EOS.X, $UTX, $CBRL, $DRI, $T, $ULTA, $MDGL, $MCD, $PNC, $MFC, $KR, $LUV, $ASLN'",$MCD,11/27/2018,0,0.071428571
b'Its better to hang out with people better than you. Pick out associates whose behavior is better than yours and yo... https://t.co/KpIBfEVFX7',$MCD,11/27/2018,0.090909091,0.272727273
"b""$MCD: Mcdonald's Corp has fallen to a 2 star rating. Here is a list of its peers that are 4+ star stocks: DPZ. (https://t.co/A78PsHg2v9)""",$MCD,11/27/2018,0,0
"b'As Methanex Corp. $MEOH Share Value Rose, Shareholder Scheer Rowlett &amp; Associates Investment Management LTD Has Dec... https://t.co/WH2O8XtWFf'",$MCD,11/27/2018,0.235294118,0
b'Mcdonalds $MCD Raised to Buy at Zacks Investment Research https://t.co/19DC21mtS8',$MCD,11/27/2018,0,0
b'Mcdonalds $MCD (extremely steep) https://t.co/jRG4j5OihK',$MCD,11/27/2018,0,0
b'Market Analysis video: https://t.co/GwubNH1399\n\n$SPY $DIA $QQQ $AMZN $GOOGL $NFLX $FB $AAPL $BA $NVDA $TSLA $JNUG... https://t.co/GmdqjBhdwh',$MCD,11/27/2018,0,0
"b'Not Out Of The Woods Yet: McDonald&amp;#39;s Corporation (MCD), Tyson Foods, Inc. (TSN) https://t.co/BjTNQbFSoR $MCD #stocks #stockmarket'",$MCD,11/27/2018,0,0
b'#Allergan Desperation Has Turned To PANIC!\n$amgn $acad $brk $crm $cmg $sbux $ibb $myl $mrk $teva $azn $gsk $btc... https://t.co/w4pXTkOqmH',$MCD,11/27/2018,-0.117647059,-0.055555556
b'$MCD the reversal back to the new high coming',$MCD,11/27/2018,0.333333333,0
b'$MCD Last session broke a streak of 4 red sessions.',$MCD,11/27/2018,-0.142857143,0
"b""$MCD taking out Friday's sellers headed back to highs https://t.co/55y8DLaRTr""",$MCD,11/27/2018,0.125,0
"b'IBD Big Cap 20 With Rank November 26, 2018 1. $ULTA $CNC $CI $CMCSA $LLY $SBUX $UAL $CHD $XLNX $WM $ISRG $CLX $MRK... https://t.co/j0GOL9ptvB'",$MCD,11/26/2018,0,0
b'McDonald&amp;#39;s Corporation (MCD): More In-Depth Monitoring is Needed https://t.co/HJIZP9gAR4 $MCD #stocks #stockmarket',$MCD,11/26/2018,-0.1,0
"b'Market Traders check out #TRICKTRADES #Youtube channel, plenty of free content that actually teaches you how to tak... https://t.co/oXmiqBjrRZ'",$MCD,11/26/2018,0.307692308,0
b'$COL $RY $UNP $C $BAC $KO $T $VMW $LMT $HAL $CTL $K $ZAYO $DAL $XOM $CL $DWDP $GE $ORCL $KMB $MCD $BDX Largest MOC... https://t.co/SxzgcaY9RP',$MCD,11/26/2018,0,0
b'RT @DvdndDiplomats: The market is open....finally! Looking for #investment ideas? Here are our Top 5 foundation #stocks for a dividend inve...',$MCD,11/26/2018,0,0
"b'$MCD You can apply to trade a $14,000 funded sub-account for only $375, $400K only $11,499! with the INTRO Program... https://t.co/PJL9jBUP9G'",$MCD,11/26/2018,0,0
"b'@1simpletrader What do u think of $mcd here - tapped 20 DMA last session, closing above that high currently near hi... https://t.co/j1d1NY9k2T'",$MCD,11/26/2018,0,-0.076923077
b'Mark Asset Management Has Raised Mc Donalds $MCD Stake by $1.79 Million; Market Value Declined; Pioneer Natural Res... https://t.co/SNNFPmpnGR',$MCD,11/26/2018,0.133333333,-0.066666667
b'@PharaohAL @McDonalds Unfortunately the $MCD manager kicked the #BlackMuslim kids out of the restaurant for being b... https://t.co/C2kaST4KFd',$MCD,11/26/2018,0,-0.1
b'20 DMA Support today: $RMD $MCD $HLG $PEJ ... https://t.co/deOpbNqdR6',$MCD,11/26/2018,0.125,0
b'Mcdonalds $MCD Position Maintained by Capstone Financial Advisors Inc; Donaldson Capital Management Upped Exxon Mob... https://t.co/QCUQCTj2JA',$MCD,11/26/2018,0.142857143,0.071428571
b'#Bitcoin May Go The Way Of Beenie Babies!\n$agn $aapl $amzn $brk $crm $cmg $dis $esrx $f $googl $gild $bhc $iep $ibm... https://t.co/7l5whLpPfW',$MCD,11/26/2018,0,0
b'@traderstewie what do you think of these two consumer staples/restaurant PEG holy grail setups? $MCD $SBUX risk in... https://t.co/7Dv6q9Qny1',$MCD,11/26/2018,0.076923077,0
b'VPER is current. News is next. Room started $PTEN $NWL $TJX $EPD $TBT $NE $TAL $SPXS $MXIM $WELL $MMM $SRC $CSX... https://t.co/uaHqpdgVdg',$MCD,11/26/2018,0.052631579,0
b'Deleted My Tweets On This When Carl Was Pumping $APPL as a $200 Stock. Se La Vie..\n$agn $aapl $amzn $brk $crm $cmg... https://t.co/y0J6SdmgIM',$MCD,11/26/2018,0,0
b'RT @KenFaulkenberry: 2018 Dividend Champions List\n115 U.S. Companies with 25+ Consecutive Years of Dividend Increases!\nhttps://t.co/BJEQeJC...',$MCD,11/26/2018,0.2,0
b'$MCD Ill take a twenty piece nug https://t.co/qbGlGnch1M',$MCD,11/26/2018,-0.285714286,0
b'RT @BrandonVanZee: The #SectorSelector is available; the full version for premium @Market_Scholars found at https://t.co/hiIM7wCWFi feature...',$MCD,11/26/2018,0.272727273,0
b'@CampbellSoupCo              Management Wins! \n $CPB $agn $aapl $amzn $brk $crm $cmg $dis $esrx $f $googl $gild... https://t.co/WvaxAMq4ut',$MCD,11/26/2018,0.066666667,0.066666667
"b'American Money Management Increased Stake in Mc Donalds $MCD by $336,336; Walter &amp; Keenan Financial Consulting Comp... https://t.co/H71VwaX8SV'",$MCD,11/26/2018,0.142857143,0
b'Stocks and large upcoming dividends. https://t.co/10NAYFYNJN for #dividendlist \n#dividends #options #highyield... https://t.co/JuwGlFjUEo',$MCD,11/26/2018,0.1,0
b' 25% OFF #CyberMonday Madness!  #McDonalds #HappyMeal lunch box + Crayola NIP set of 10 @ https://t.co/mA2gMZgnkJ... https://t.co/npkhUEAWjH',$MCD,11/26/2018,-0.181818182,0
"b'$TSLA $GM $MCD $PFE $SBUX are just a few who have laid off workers. Unemployment numbers came in ""over"" estimates.... https://t.co/5rP81BizwT'",$MCD,11/26/2018,-0.083333333,-0.083333333
b'@Flab2FabIn90Day $NBEV $ROX $CMG $DTEA $KO $GRLT $NTFU $WPUR $STZ $ESDI $KDP $LFER $SFS $APRN $JSDA $CAKE $BOJA... https://t.co/cgPYiwlv6F',$MCD,11/26/2018,0,0
b'@DaddyRicx $NBEV $ROX $CMG $DTEA $KO $GRLT $NTFU $WPUR $STZ $ESDI $KDP $LFER $SFS $APRN $JSDA $CAKE $BOJA $PRMW... https://t.co/V7uu8IVywH',$MCD,11/26/2018,0,0
b'Mcdonalds Corp $MCD Valuation Declined While Los Angeles Capital Management &amp; Equity Research INC Has Trimmed Stake... https://t.co/gbZTLD4YGK',$MCD,11/26/2018,0.125,-0.0625
b'Mcdonalds Corp $MCD Valuation Declined While Los Angeles Capital Management &amp; Equity Research INC Has Cut by $22.24... https://t.co/dxRCfQpGal',$MCD,11/26/2018,0.066666667,-0.133333333
b'Los Angeles Capital Management &amp; Equity Research INC Has Cut Its Mcdonalds Corp $MCD Holding by $22.24 Million as S... https://t.co/NEnUuHLD4F',$MCD,11/26/2018,0.133333333,-0.066666667
b'Los Angeles Capital Management &amp; Equity Research INC Decreased Its Mcdonalds Corp $MCD Position as Share Value Decl... https://t.co/QoI8FMnmCX',$MCD,11/26/2018,0.294117647,0.058823529
"b'As Mcdonalds Corp $MCD Stock Declined, Los Angeles Capital Management &amp; Equity Research INC Has Cut by $22.24 Million Its Stake ...'",$MCD,11/26/2018,0.058823529,-0.125
b'$NBEV $ROX $CMG $DTEA $KO $GRLT $NTFU $WPUR $STZ $ESDI $KDP $LFER $SFS $APRN $JSDA $CAKE $BOJA $PRMW $SHAK $DRI... https://t.co/kAWJ4RLzs1',$MCD,11/26/2018,0,0
b'#Facebook Sandberg is TOXIC!\n$agn $aapl $amzn $brk $crm \n$cmg $dis $esrx $f $googl $gild $bhc $iep $ibm $jnj $ko... https://t.co/fRcEAmwGuA',$MCD,11/26/2018,0,0
b'@BurnNotice88 @mlinehc $NBEV $ROX $CMG $DTEA $KO $GRLT $NTFU $WPUR $STZ $ESDI $KDP $LFER $SFS $APRN $JSDA $CAKE... https://t.co/h2ytCCL6MH',$MCD,11/26/2018,0,0
b'Get to know your consumer discretionary #sector better. Sector SPDR #ETF ticker symbol $XLY. Top holdings in this... https://t.co/512nAbNV1s',$MCD,11/26/2018,0.2,0
b'Mcdonalds $MCD Stock Rating Upgraded by Zacks Investment Research https://t.co/mUXJJDepee',$MCD,11/26/2018,0.111111111,0
b'Mcdonalds $MCD Stock Rating Upgraded by Zacks Investment Research https://t.co/PvLnqNrSgZ',$MCD,11/26/2018,0.111111111,0
b'@ProfectuSystems has a wide variety of trading models to choose from. $MCD $PZZA $DPZ $DRI $CAKE $NDLS $GMCR $KO $PEP',$MCD,11/26/2018,0,0
b'The market is open....finally! Looking for #investment ideas? Here are our Top 5 foundation #stocks for a dividend... https://t.co/WhvjyXvCMp',$MCD,11/26/2018,0,0
b'markets bounce #daytrading #marketprofile #futures $spx $nasdaq $es_f $nq_f $cl_f $GC_f $XOM $ibm $amzn $googl... https://t.co/TKYuIrfFji',$MCD,11/26/2018,0,0
b'$JACK Jack in the Box (NASDAQ: JACK) Whats in store since the sale of Qdoba?\nhttps://t.co/Uz85LpL1ba\n$PZZA $BOJA... https://t.co/mSmMPxZgYu',$MCD,11/26/2018,-0.083333333,0
b'Mcdonalds Com $MCD Shareholder Fdx Advisors Has Boosted Its Stake; Aflac $AFL Shareholder Chesapeake Asset Manageme... https://t.co/j2dHLPvKh1',$MCD,11/26/2018,0.133333333,0.066666667
b'https://t.co/QwLuiTx5Cy $MCD $YUM $DPZ',$MCD,11/26/2018,0,0
b'https://t.co/tBwuprZUJZ &lt; A Millionaire WOMAN trader!!!! $NFLX $AVGO $MCD',$MCD,11/26/2018,0,0
b'Recent trade idea recap $MCD moved -1.75% since post - pt 178.00 - other trade ideas TEVA DLTR JWN NTES GRUB GME JKS https://t.co/cMuQ8kVgqI',$MCD,11/26/2018,0,0
"b' Check out vintage 15""  #McDonalds  #RonaldMcDonald 15"" &amp; 4"" stuffed cloth rag doll set w/ free shipping on #ebay... https://t.co/pJcWmCE1eO'",$MCD,11/26/2018,0.071428571,0
"b'Free video with setups for Nov 26 ""Don\'t Force It"" $TSLA $UAL $AAP $USO $MCD https://t.co/JjafecXeNz'",$MCD,11/26/2018,-0.083333333,-0.083333333
b'@Quarry_Rock They kept upgrading $FL and $MCD this past week',$MCD,11/26/2018,0.166666667,0
b'Dragonfly Capital - 5 Trade Ideas for Monday: $ASH $CLX $MCD $NTRS $SEE  https://t.co/xykFAjgXP9 plus fall sale ends tomorrow!',$MCD,11/26/2018,-0.0625,0
b'$MCD looking for a bounce near 175 https://t.co/u3zwfzd5EX',$MCD,11/25/2018,0,0
b'RT @BrandonVanZee: The #SectorSelector is available; the full version for premium @Market_Scholars found at https://t.co/hiIM7wCWFi feature...',$MCD,11/25/2018,0.272727273,0
b'Is Mcdonalds Corporation $MCDs Fuel Running High? Reports Show Less Sellers - https://t.co/wzW7TzyBtU',$MCD,11/25/2018,-0.166666667,0
b'Could Mcdonalds Corporation $MCD See a Reversal After Less Sellers Came In? - https://t.co/frlDXu25EL',$MCD,11/25/2018,0,0
b'Could Mcdonalds Corporation $MCD Go Down After Its Newest Short Interest Report? https://t.co/cOPdMXx8A7',$MCD,11/25/2018,0,0
b'Is Buying Mcdonalds Corporation $MCD Here Good Idea? - https://t.co/PXmunnMUHl',$MCD,11/25/2018,0.25,0.142857143
"b'Mcdonalds Corporation $MCDs Trend Up, Especially After Decreased Shorts https://t.co/BJVglUSNxw'",$MCD,11/25/2018,-0.25,0
b'@MoonOverlord Cause $MCD and $FB are going to bring humanity into the 21st century and make them seem like gods to... https://t.co/Lmju1Edfm6',$MCD,11/25/2018,0.181818182,0
b'$NBEV $ROX $CMG $DTEA $KO $GRLT $NTFU $WPUR $STZ $ESDI $KDP $LFER $SFS $APRN $JSDA $CAKE $BOJA $PRMW $SHAK $DRI... https://t.co/PeN3fsTkxW',$MCD,11/25/2018,0,0
b'Market Analysis video: https://t.co/Xd6umJdozL\n\n$SPY $DIA $QQQ $AMZN $GOOGL $NFLX $FB $AAPL $BA $NVDA $TSLA $JNUG... https://t.co/jeRUaOKAvJ',$MCD,11/25/2018,0,0
b'Can Anybody Use MY SAP Skills?\n $amzn $agn $brk $crm $cmg $hlf $hznp $halo $iep $ibm $jnj $ko $pep $wba $teva $endp... https://t.co/Tyly9Kv5XI',$MCD,11/25/2018,0,0
"b'RT @VistaPResearch: ""When everything seems to be going against you, remember that the airplane takes off against the wind, not with it."" ...'",$MCD,11/25/2018,0,0
b'@wakilongokipola Markets are not done tanking yet but I agree w you! There are some good investments out there ! Ma... https://t.co/cVEar8F8c8',$MCD,11/25/2018,0.111111111,0.1
b'Look for $MCD bounce to $185 and formation of 2nd shoulder fresh off support and dividend increase news https://t.co/QKRpUN4VkZ',$MCD,11/25/2018,0.181818182,0
b'Have $MCD &amp; $NTRS on my scans. https://t.co/f3NSLkWAil',$MCD,11/25/2018,0,0
b'Dragonfly Capital - 5 Trade Ideas for Monday:$ASH $CLX $MCD $NTRS $SEE https://t.co/xykFAjgXP9 and last days of fal... https://t.co/YP9q6ZWN2z',$MCD,11/25/2018,0,0
"b""Bp Wealth Management Position in Mcdonald's $MCD Has Cut by $592,956; Pointstate Capital LP Position In Akorn $AKRX... https://t.co/jvMsn9wkAE""",$MCD,11/25/2018,0.153846154,0.083333333
b'Cambridge Trust Company Increased Mcdonalds $MCD Position By $8.87 Million; Dycom Industries $DY Shorts Lowered By... https://t.co/QxZGCoue0h',$MCD,11/25/2018,0.153846154,0.076923077
b'$MCD on its way to the 20 MA',$MCD,11/25/2018,0,0
b'RT @RonBeaubien: The McRib Effect\n\nhttps://t.co/eaqOoLhDWr\n\n#investing #stocks #trading $MCD',$MCD,11/25/2018,0,0.125
b'Stock Trends $DJI Relative Strength Ranking report - $WBA $MCD $PG $MRK $KO $VZ $JNJ  https://t.co/jCBfTfc0ko... https://t.co/WQB5Z3AKLc',$MCD,11/25/2018,0,0.076923077
b'Mcdonalds Corp $MCD to Issue Quarterly Dividend of $1.16 on December 17th https://t.co/oRdoG9XO8W',$MCD,11/25/2018,0,0
"b""JT's OPTIMUM STOCK INVESTING Daily Blog Update for 11/26/2018 09:00 AM https://t.co/hzUePegyfp #dividendstocks $JNJ... https://t.co/jfrCcfcqaJ""",$MCD,11/25/2018,0,0
b'Mcdonalds Corp $MCD Plans Dividend Increase  $1.16 Per Share https://t.co/h1iKfsDfeG',$MCD,11/25/2018,0.111111111,0
"b'""When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.... https://t.co/n8ddoBn5NY'",$MCD,11/25/2018,0,0
"b'Mcdonalds $MCD Holder Whitnell &amp; Co Has Lowered Position by $382,824 as Market Value Declined; Cheniere Energy $LNG... https://t.co/2G6aNMkbUN'",$MCD,11/25/2018,0,0
"b'Howe &amp; Rusling Has Raised By $340,392 Its Mcdonalds $MCD Holding; 2 Analysts Bullish Viasat, Inc. $VSAT https://t.co/Lyan7AeFHk'",$MCD,11/25/2018,-0.076923077,0
b'Marshall &amp; Sullivan Trimmed By $4.30 Million Its Starbucks $SBUX Stake; Mcdonalds $MCD Sentiment Is 0.99 https://t.co/uKYBobZjxN',$MCD,11/25/2018,0,0
"b""Upcoming Dividend Alert For MCD - McDonald's Corporation\nEx-Div Date: 2018-11-30\nDividend Amount: 1.16\nChange Perce... https://t.co/qAoNbv1H4J""",$MCD,11/25/2018,0.083333333,-0.076923077
b'Wells Fargo &amp; Co Increases Mcdonalds $MCD Price Target to $202.00 https://t.co/hN8ITRCBKY',$MCD,11/25/2018,0,0
"b""Mcdonald's $MCD Technical Update https://t.co/91sbSL8vcR""",$MCD,11/25/2018,0,0
b'Mcdonalds $MCD Shareholder Capstone Financial Advisors Raised Position; Roundview Capital Has Lowered Stake in Coca... https://t.co/tdq3WBlZLV',$MCD,11/25/2018,-0.071428571,0.071428571
b'RT @luke_sosnowski: Some fresh new content and solid info on a quality #SETUP at #TRICKTRADES from our #MODERATOR Kelvo. #NVDA HOW TO TRADE...',$MCD,11/25/2018,0.285714286,-0.076923077
b'Some fresh new content and solid info on a quality #SETUP at #TRICKTRADES from our #MODERATOR Kelvo. #NVDA HOW TO T... https://t.co/aGyp4LKBhT',$MCD,11/25/2018,0.307692308,-0.083333333
"b'RT @AssetReset: The herd (fund managers) is still rotating away from technology and growth to utilities and staples. Many of these safe,...'",$MCD,11/25/2018,0.285714286,0
"b""RT @TradingNation: Restaurant stocks like $SBUX, $MCD and $JACK are soaring amid the market's recent volatility. Experts recommend one to b...""",$MCD,11/25/2018,0.0625,-0.066666667
b'RT @BrandonVanZee: The #SectorSelector is available; the full version for premium @Market_Scholars found at https://t.co/hiIM7wCWFi feature...',$MCD,11/24/2018,0.272727273,0
b'RT @Flab2FabIn90Day: $MLHC Food &amp; Beverage Stock About To Run also acquired #DiscoveryChannel #DieselBrothers #TorgueEnergyDrink and Appare...',$MCD,11/24/2018,-0.071428571,0
b'$MCD Max Pain=185.00. Maturity=11/30/2018. #maxpain #options https://t.co/segbsyRevm https://t.co/GLD60t0BxB',$MCD,11/24/2018,0.125,0
b'$MLHC Food &amp; Beverage Stock About To Run also acquired #DiscoveryChannel #DieselBrothers #TorgueEnergyDrink and App... https://t.co/pJUgorq2h8',$MCD,11/24/2018,-0.076923077,0
b'My Top20 11/23\nMargin 60% equity\n3.13% YTD  $SPY +0.06%\n\ni $IWM $MDY $ACWX $MCD $TCEHY $AMD $DFS $XLF\ni $SPY... https://t.co/C09W4Ni7vd',$MCD,11/24/2018,0,0
b'Trading Ideas: $MCD Short Term Outlook https://t.co/SEA4IBvneg  FREE trade-of-week via  https://t.co/BCEHq7Ce2N https://t.co/UiprUrnaGz',$MCD,11/24/2018,0,0
b'3 of 5 $JNJ $JPM $KO $MCD $MMM $MRK dark red arrows strong sell signals ... see 4/5 https://t.co/9ApwYpCmSv',$MCD,11/24/2018,-0.076923077,0.076923077
b'$MCD One more red day should do it! https://t.co/f0MQY3M7Dg',$MCD,11/24/2018,0,0
b'20181123 MC Donalds\n$MCD\nShort Term: $178 / $183.\nMedium Term: $178 / $187.\nLongTerm: Awaiting new trading range on... https://t.co/XAVV4eBlr7',$MCD,11/24/2018,0,0
b'Wells Fargo &amp; Co Raises Mcdonalds $MCD Price Target to $202.00 https://t.co/k5pLXNQbig',$MCD,11/24/2018,-0.111111111,0
b'Jefferies Financial Group Analysts Give Mcdonalds $MCD a $200.00 Price Target https://t.co/hpvue0NGCc',$MCD,11/24/2018,0.1,0
b'Jefferies Financial Group Analysts Give Mcdonalds $MCD a $200.00 Price Target  https://t.co/CzuaCdShu1',$MCD,11/24/2018,0.1,0
b'RT @surinotes: Stocks within 10% from their 52Wk Highs: $UAL $MRK $CME $MCD $DIS $JNJ https://t.co/KfekRfAC12',$MCD,11/24/2018,0,0
b'Stocks within 10% from their 52Wk Highs: $UAL $MRK $CME $MCD $DIS $JNJ https://t.co/KfekRfAC12',$MCD,11/24/2018,0,0
"b'$AMZN $FB $MCD:\n\nNext Avenue: Many older Americans are living a desperate, nomadic life:\n\nhttps://t.co/ylZewIhcLE'",$MCD,11/24/2018,0,0
"b'Mcdonalds $MCD Shares Declined While Godsey &amp; Gibb Associates Has Lowered by $396,240 Its Holding; As Jpmorgan Chas... https://t.co/JtjvbTCDLk'",$MCD,11/24/2018,0,-0.076923077
b'McDonald&amp;#39;s Japan profits soar out of 2017 and well beyond their best year ever https://t.co/5eL5zwOGft $MCD #stocks #stockmarket',$MCD,11/24/2018,0.230769231,0.153846154
"b'Scotia Capital Lifted Its Mcdonalds $MCD Holding by $530,875; As Jpmorgan Chase &amp; Co $JPM Share Price Rose, Salzhau... https://t.co/Gg8P3NeTuK'",$MCD,11/24/2018,0,0
b'BidaskClub top 50 #StronglyBought $UAL $UDR $RPM $POOL $VVC $RDY $CB $DUK $SO $MCD $BDX $ICE $MMC $SYK $FIS $CMCSA... https://t.co/Q37bx110Ae',$MCD,11/24/2018,0,0
"b'RT @pharris667: IBD Big Cap 20 With Rank November 24, 2018 1. $ULTA $CNC $CMCSA $SBUX $LLY $CI $CHD $XLNX $ISRG $CLX $MRK $WM $EL $INTC  $C...'",$MCD,11/24/2018,0,0
"b'IBD Big Cap 20 With Rank November 24, 2018 1. $ULTA $CNC $CMCSA $SBUX $LLY $CI $CHD $XLNX $ISRG $CLX $MRK $WM $EL... https://t.co/AtLxvNSp8t'",$MCD,11/24/2018,0,0
b'@iamstacetheace I had a buddy who was a true oilfield road warrior. Said $MCD WiFi beat $SBUX without question. Sol... https://t.co/4xmKEWzq4p',$MCD,11/24/2018,-0.066666667,-0.066666667
"b'Banbury Partners Raised Cree $CREE Holding by $3.79 Million; As Mcdonalds $MCD Shares Declined, Whitnell &amp; Co Has T... https://t.co/GbzncAdyjL'",$MCD,11/24/2018,0,-0.071428571
b'Shareholder Chatham Capital Group Has Lifted Mcdonalds $MCD Holding; As Davita Healthcare Partners $DVA Share Value... https://t.co/SStNF368fr',$MCD,11/24/2018,0.2,0
"b'Eads &amp; Heald Investment Counsel Upped Mcdonalds $MCD Holding by $395,148; Share Value Declined; As Mckesson $MCK St... https://t.co/Xwz3H5LYiV'",$MCD,11/24/2018,0.142857143,-0.066666667
"b'As Cbs $CBS Market Valuation Rose, Commonwealth Bank Of Australia Boosted Holding by $913,472; Cambridge Trust Comp... https://t.co/kWPAQH5zLi'",$MCD,11/24/2018,0.133333333,0.071428571
b'OMG as a guy betting against the market I have to say those $TSLA bears on Twitter are way too baggy... So baggy',$CSCO,11/28/2018,0,0
b'Soon as citron bought in that was their cue to run for the exit',$CSCO,11/28/2018,-0.333333333,0
"b'Fed #SIGINT \n\n""God dammit, Jerry... If you ruin Christmas I will have Gina book a nice vacation for you in Thailand.""\n\n- Unknown Number'",$CSCO,11/28/2018,0.066666667,-0.066666667
b'High-Tech Growth Stocks\n$VGT 180.88 \n\n#VolatilityOutlook\n$VXZ 19.95 \n\n#Oil & Commodities\n60/bbl Brent \n$RJI 5.17\n\n5-Year US Treasury\n2.87%',$CSCO,11/28/2018,0,0
