Company,Date,Tweet,username,userLocation,followersCount,friendsCount,statusesCount,favouriteCount,GeneralScore,LMScore
$AXP,11/29/2018,"b'RT @theTechnicals1: Credit Card #Stocks Charge Forward  ( $V, $MA, $AXP) https://t.co/8iZPCNPDr3'",懸賞ママ,,125,1116,13060,1342,0.111111111,0
$AXP,11/29/2018,"b'Credit Card #Stocks Charge Forward  ( $V, $MA, $AXP) https://t.co/8iZPCNPDr3'",jāwśh.,,139,469,5717,15434,0,-0.076923077
$AXP,11/29/2018,b'Bitcoin trading with 100x leverage is coming soon! Sign up now and trade without fees!\n\nhttps://t.co/nejeo7pwQsa https://t.co/TXw54P1bmg',Yeng Yu,,38,424,839,1025,0.090909091,-0.066666667
$AXP,11/29/2018,b'Sign up and get a FREE month of trading with no trading fees!\n\nhttps://t.co/iZYjLkSG1D\n\n$BTC $ETH $IGNX $HPB $BZNTa https://t.co/3rMCKmcPBi',Lani,"Toronto, Ontario",8,59,6,2,0,0
$AXP,11/29/2018,"b""Analysts' Viewpoints on $ALSN, $AEE, $AXP, $BASFY, $BITA, $RCI  https://t.co/b5gS1aDLih""",ぁぃ(｡･Д･｡)ﾉ💗,(☝ ՞  ՞)☝ｳｪｪｪｪｪｪｪｪｪｪｲ!!!!!!,334,329,2942,37336,0,0
$AXP,11/29/2018,b'Bitcoin trading with 100x leverage is coming soon! Sign up now and trade without fees!\n\nhttps://t.co/027w4bvxMga https://t.co/DxgfWOCFGk',Linda  turner,"Glasgow, Scotland",2985,4965,299635,57866,0.090909091,-0.066666667
$AXP,11/29/2018,b'Trade Bitcoin here with leverage! Sign up now!\n\nhttps://t.co/bpAeGvY7Hz\n\n$BTC $ETH $IDH $VIB $MLD $PRFT $SKIN $ANTa https://t.co/dJt8f459ZQ',音楽の妖精とその仲間39たちのbot,ラ,24,18,11399,0,0,-0.166666667
$AXP,11/29/2018,"b'RT @WishingWealth: $QQQ still in daily BWR down-trend; 11 stocks hit ATH: $AMED, $SHEN, $AXP, $MSI, $LHCG, $UNH, $OMCL, $VCRA, $GBCI, $YETIa'",THATISABSURDITY.COM,"Virginia Beach, VA",3527,3308,72219,5935,0,0.0625
$AXP,11/29/2018,b'Cisco Sys $CSCO Shareholder Associated Banc-Corp Trimmed Its Stake; As American Express Company $AXP Stock Price Roa https://t.co/4A3QHICHjN',Cindy Cragg,"Denver, Colorado",2012,2095,12180,174,0.125,0
$AXP,11/29/2018,"b'As At&amp;T $T Stock Price Rose, Edgemoor Investment Advisors Has Increased by $4.86 Million Its Position; Knightsbridga https://t.co/xDy58IZo1z'",FOOD & WINE FESTIVAL,Los Angeles,16154,7977,16784,20931,0.076923077,-0.125
$AXP,11/29/2018,b'Sign up and get a FREE month of trading with no trading fees!\n\nhttps://t.co/027w4bvxMg\n\n$BTC $ETH $FUCK $GUES $TPTa https://t.co/FJ90rZf6X5',⚔️ 𝖓𝖞𝖝𝖙𝖍𝖊𝖓𝖔𝖈𝖙𝖚𝖗𝖓𝖆𝖑 ⚔️,[ Blood Alliance ],114,797,4271,9263,0,0
$AXP,11/29/2018,b'Bitcoin trading with 100x leverage is coming soon! Sign up now and trade without fees!\n\nhttps://t.co/nejeo7pwQsa https://t.co/fTC9UDPhaS',jay,Dade ひ,272,234,21133,20420,0.090909091,-0.055555556
$AXP,11/29/2018,b'Trade Bitcoin here with leverage! Sign up now!\n\nhttps://t.co/027w4bvxMg\n\n$BTC $ETH $HER $LOCI $PCHA $GMR $IDXMa https://t.co/cy3rOIcB8o',Kelziah,"New York, NY",271,16,47223,31,0,-0.052631579
$AXP,11/29/2018,"b""RT @WallStCritic: I have been sniffing around the credit card companies for a while (not $V or $MA yet) and I'm just mystified by $AXP. Thea""",りな@フォロバ100%,日本,145,13,2086,2,0.25,-0.052631579
$AXP,11/29/2018,b'$SPY bulls - $THO worth a look here... other favorites are $AAPL $AXP $TXN',FELIX SARCONA,,2,14,30226,6,0.222222222,0
$AXP,11/29/2018,b'Bitcoin trading with 100x leverage is coming soon! Sign up now and trade without fees!\n\nhttps://t.co/nejeo7pwQsa https://t.co/gkhnxYG0SF',Icy boi❄️ 8-5,"Irving, TX",460,249,42331,35841,0.090909091,0
$AXP,11/29/2018,"b'Lest any of this sound too harsh, $AXP seems to be aware of the situation because they now offer a card that has noa https://t.co/LB3Bs2GJGq'",takora kurekure,,259,1101,3865,11176,0.166666667,0
$AXP,11/29/2018,"b""I have been sniffing around the credit card companies for a while (not $V or $MA yet) and I'm just mystified bya https://t.co/K2U5vn8PiR""",Douglas Arnold,,167,328,18372,2817,0.3,-0.25
$AXP,11/29/2018,b'Bitcoin trading with 100x leverage is coming soon! Sign up now and trade without fees!\n\nhttps://t.co/027w4bvxMga https://t.co/VdPSjiKfGg',usaemporiumsocial,,6,10,11090,735,0.090909091,0
$AXP,11/29/2018,b'Bitcoin trading with 100x leverage is coming soon! Sign up now and trade without fees!\n\nhttps://t.co/LoZxSL54a4a https://t.co/820pY2mEQq',Life's Beauty,,1124,670,52669,525,0.090909091,-0.066666667
$AXP,11/29/2018,b'$viav looking like a breakout $lite $fnsr $baba $aaoi $flir $tsla $tsm $intc $sne $nvda $amd $csco $nxpi $dco $avava https://t.co/PrEfb09Fla',お茶っぱ５６,,105,163,15459,10211,0.05,0
$AXP,11/29/2018,b'$INTC $UTX $AXP $BA https://t.co/dUi1G1WTsS',ゆみちゃん,,0,41,624,1569,0,-0.333333333
$AXP,11/29/2018,b'American Express $AXP Downgraded by Buckingham Research to Neutral https://t.co/1REqpbMeta #stocks',Uche Jacobs,Worldwide,2695,116,71252,877,-0.111111111,0
$AXP,11/29/2018,b'Sign up and get a FREE month of trading with no trading fees!\n\nhttps://t.co/LoZxSL54a4\n\n$BTC $ETH $DAC $DCN $RCCa https://t.co/abYHjJ5LLK',AZ GADGETS,United States,2,0,628,0,0,0
$AXP,11/29/2018,b'RT @askslim: Can you see it? $AXP one of the few stocks to make new highs. This stocks speaks volumes on the art form of cycle analysis.a',Travis Jackson,"Texas, USA",7879,8645,91849,85763,0.058823529,0
$AXP,11/29/2018,b'RT @andrewross11: $db no position here; not far off multi-year low; break to new low here would clearly indicate further stress in global fa',All Mighty Heavy,Campinas - SP,547,881,73580,7735,-0.076923077,0
$AXP,11/29/2018,b'Trade Bitcoin here with leverage! Sign up now!\n\nhttps://t.co/bpAeGvY7Hz\n\n$BTC $ETH $PCL $VME $AXP $ITC $SXDT $MTRCa https://t.co/QzFMMhrfp3',T' Sol,Quantum non-locality,210,217,5931,6152,0,0
$AXP,11/29/2018,b'RT @askslim: Can you see it? $AXP one of the few stocks to make new highs. This stocks speaks volumes on the art form of cycle analysis.a',José Valderrama,Caracas - Venezuela,7812,6037,49591,12394,0.058823529,-0.090909091
$AXP,11/29/2018,b'Sign up and get a FREE month of trading with no trading fees!\n\nhttps://t.co/027w4bvxMg\n\n$BTC $ETH $NMR $CRC $PGLa https://t.co/znhC8Wq8TI',Christina,temple wemple,412,299,25457,20390,0,0
$AXP,11/29/2018,b'Sign up and get a FREE month of trading with no trading fees!\n\nhttps://t.co/iZYjLkSG1D\n\n$BTC $ETH $ADX $STY $VALIa https://t.co/byKibsfpjb',さっちゃん,大阪,158,1819,14310,218,0,-0.166666667
$AXP,11/29/2018,b'$db no position here; not far off multi-year low; break to new low here would clearly indicate further stress in gla https://t.co/BfmClo4rdQ',Omar Sequera,"Victoria, British Columbia",2039,775,9259,13222,-0.076923077,0.1
$AXP,11/29/2018,b'Financial Contrast: Golden Bull $DNJR and American Express $AXP https://t.co/IIwCSDkcUR',Suzanne Giraud,"Terranora, Australia",1051,1781,27973,17048,0.111111111,0
$AXP,11/29/2018,b'Comparing Golden Bull $DNJR &amp; American Express $AXP https://t.co/38FR7ZqLix',イヴ,フォロワー控え中 無言フォロー外します,735,3688,112294,154686,0.111111111,-0.166666667
$AXP,11/29/2018,b'Sign up and get a FREE month of trading with no trading fees!\n\nhttps://t.co/nejeo7pwQs\n\n$BTC $ETH $HAT $XCLR $VMEa https://t.co/pL40goG9YU',Mike Holp,"Austin, TX, US, 78704",4585,4421,59179,9768,0,-0.2
$AXP,11/29/2018,b'Buckingham Research downgrades $AXP from Buy to Neutral https://t.co/jyXBS9Wpam',🖇さえ⭐️SMAP大すこ💚,,487,221,125930,22988,0,0
$AXP,11/29/2018,"b""I've decided to hold off on my option purchases until after the G20 meeting.\nTherefore, MONDAY will be the day whera https://t.co/hyT6w7a5Z6""","Mark Shinn, MAS",Somewhere out West,2401,3102,2361,146,0.181818182,0
$AXP,11/29/2018,b'RT @Briefingcom: See the latest #broker #ratings changes https://t.co/OCPRWKxQMU $EQM $OKE $EQGP $TJX $CBRL $CHS $AXP $ALSN $HBAN $FFBC $CCa',ヲタゴルファー(佐世保鎮守府),大洗ゴルフ場バンカー,78,659,13112,1425,0,0.066666667
$AXP,11/29/2018,b'See the latest #broker #ratings changes https://t.co/OCPRWKxQMU $EQM $OKE $EQGP $TJX $CBRL $CHS $AXP $ALSN $HBANa https://t.co/tWvqto4wC7',カワウソ,,26,133,505,168,0,-0.2
$AXP,11/29/2018,b'@idlenoodle You sell $axp yesterday?',Elizabeth Kristen,Legal Aid at Work,1931,4708,45105,134,0,0
$AXP,11/29/2018,b'RT @askslim: Can you see it? $AXP one of the few stocks to make new highs. This stocks speaks volumes on the art form of cycle analysis.a',lindsay McD,Montana ,6,136,205,35,0.058823529,0
$AXP,11/29/2018,b'Buy/Sell Bitcoin changes with up to 100x Leverage at Bitmex! YYZ\n\nGet a 10% Fee Reduction:\n\nai a https://t.co/Oz5gq07hcA',がも姫,不安定なサーバーの中…暫くログインできない事があるかもです。,4307,4839,72581,1886,0,0.071428571
$AXP,11/29/2018,b'Can you see it? $AXP one of the few stocks to make new highs. This stocks speaks volumes on the art form of cycle aa https://t.co/I2MhRDhlLW',Vashti Q,Sunny Florida,15873,13410,132638,101980,0.066666667,0.076923077
$AXP,11/29/2018,b'52-Week High Alert: Trading todayaTMs movement in AMERICAN EXPRESSA $AXP https://t.co/C8bGmOWIli https://t.co/D3zI8qzmnT',ぎんかび,新大陸,1033,2255,109953,2646,0.090909091,-0.142857143
$AXP,11/29/2018,b'StockTwits Trending Alert: Trading recent interest in AMERICAN EXPRESSA $AXP https://t.co/9S3tMfsyWb https://t.co/aFUhiHtJw5',EagleStar.NET,The Great Wide Open,113573,10131,887656,99,0.181818182,0.071428571
$AXP,11/29/2018,"b'Ahhh.... now I get it... $AXP cut by Buckingham \n\n""American Express Cut to Neutral From Buy by Buckingham""'",Eileen Clancy,,2516,1066,50424,27827,-0.25,0
$AXP,11/29/2018,b'RT @theflynews: On The Fly: Top five analyst downgrades $AXP $INTC $DKS $VLRS $STZ https://t.co/exGy1M7m81',miyuki.sl,,2,72,6685,23562,0,0
$AXP,11/29/2018,b'On The Fly: Top five analyst downgrades $AXP $INTC $DKS $VLRS $STZ https://t.co/exGy1M7m81',空条ぬー太郎,名古屋,1252,601,41028,5299,0,0.083333333
$AXP,11/29/2018,b'$AXP LOD... 110.38 is the magical number that needs to hold...',Yeng Yu,,38,424,840,1026,0,-0.058823529
$AXP,11/29/2018,"b""American Express $AXP Gets $112.0000 Target By Buckingham; Interlink Electronics $LINK's Sentiment Is 4 https://t.co/kSG4OfQFtb""",リアス,,112,392,2198,3320,-0.090909091,0
$AXP,11/29/2018,b'Sign up and get a FREE month of trading with no trading fees!\n\nhttps://t.co/LoZxSL54a4\n\n$BTC $ETH $SME $BOON $PCHAa https://t.co/AqYbC6xJkQ',松本勇輝,,151,382,715,703,0,0.071428571
$AXP,11/29/2018,b'$SPY $AAPL $TXN $AXP top buys.',みれしみれみれ,,5,115,731,129,0.166666667,-0.045454545
$AXP,11/29/2018,b'American Express Co  Downgrade by Buckingham Research Group (Ranked 5th) to Neutral $AXP #AXP https://t.co/R3fZDR1UIb',Fast Track #VR #AR,United Kingdom,5,57,2826,12,-0.090909091,0.090909091
$AXP,11/29/2018,b'Bitcoin trading with 100x leverage is coming soon! Sign up now and trade without fees!\n\nhttps://t.co/iZYjLkSG1Da https://t.co/b1vgRAobNC',no pain no gain,日本 福岡,75,146,3715,5971,0.090909091,-0.1
$AXP,11/29/2018,b'Short Bitcoin here! Sign up and get a VIP account after the launch!\n\nhttps://t.co/LoZxSL54a4\n\n$BTC $ETH $HASH $CSNOa https://t.co/oaezWpLyNm',Anna Chant #FBPE,European Union 🇪🇺,3897,3894,20747,6912,0,0.066666667
$AXP,11/29/2018,b'#Options #maxpain chart for $AXP. Free options app https://t.co/wPNDm22czd https://t.co/jNPUYyFf39',Impeach Trump❄️,Tiny drop of blue in Red state,27187,25568,140722,171046,0.222222222,0
$AXP,11/29/2018,b'American Express Company: Heavy volume for American Express Company stock. $AXP https://t.co/YQunARCcsj https://t.co/iidEL8j0hV',デイジー Smile,,25,153,880,1604,0.166666667,0
$AXP,11/29/2018,b'Recent $AXP technical alerts: New 52 Week High plus 8 more alerts... https://t.co/A7aUkRu2pp',yakohsei,,689,2385,319017,18648,0.2,-0.0625
$AXP,11/29/2018,"b'$AXP Cup &amp; Handle Pattern published in ""Chart Patterns &amp; Algo. Trader"" magazine on June 18, \'18 and today..a https://t.co/axdHJfVE6Z'",Foreign Document Translations,,140,330,457,565,0,-0.0625
$AXP,11/29/2018,b'Get a one month without trading fees! Sign up now!\n\nhttps://t.co/nejeo7pwQs\n\n$BTC $ETH $WAX $IOS $SPHT $MTC $COMSa https://t.co/Y9ESyCAJvU',TopDeals Videojuegos,,1107,4848,33058,25,0,0
$AXP,11/29/2018,b'RT @OpenOutcrier: Downgrades 11/29: $AEE $ALSN $AXP $BITA $CHS $DKS $EQNR $FFBC $HBAN $INTC $MPLX $NDSN $PDS $QBIO $RCI $STZ $TRGP $VCYT $Va',チェシャ猫 (｡╹ω╹｡),"Tokyo,Japan",117,192,51406,8700,0,0
$AXP,11/29/2018,b'Downgrades 11/29: $AEE $ALSN $AXP $BITA $CHS $DKS $EQNR $FFBC $HBAN $INTC $MPLX $NDSN $PDS $QBIO $RCI $STZ $TRGP $VCYT $VLRS',あゆ,日本 千葉,241,614,3285,7302,0,0.066666667
$AXP,11/29/2018,b'Notable Analyst Downgrades 11/29: $CHS $AXP $ALSN $HBAN  $FFBC $RCI $BITA $VCYT $TRGP $STZ $MPLX $EQNR $DKS $AEE $VLRS',givemeliberty2018,USA,6,21,912,298,0,0
$AXP,11/29/2018,b'Movers\n$TNXP +87%\n$ANF +20%\n$TECD +16%\n$TITN +16%\n$LZB +10%\n$YETI +6% \n$NLSN +5%\n$VEEV +5%\n$KIRK +5%\n$BOX +3.5%a https://t.co/6E44HahpxU',Kateřina,Lago de Xochimilco,11,200,56,1206,0,0
$AXP,11/29/2018,b'Sign up and get a FREE month of trading with no trading fees!\n\nhttps://t.co/bpAeGvY7Hz\n\n$BTC $ETH $FRES $CHSB $XYOa https://t.co/PAQdxYYMwP',malz,"London, England",13,27,332,245,0,0
$AXP,11/29/2018,b'RT @Trade_The_News: Movers\n$TNXP +87%\n$ANF +20%\n$TECD +16%\n$TITN +16%\n$LZB +10%\n$YETI +6% \n$NLSN +5%\n$VEEV +5%\n$KIRK +5%\n$BOX +3.5%\n$YELP +a',〽️🔆🌛,,1351,630,26663,2307,0,0.076923077
$AXP,11/29/2018,b'Movers\n$TNXP +87%\n$ANF +20%\n$TECD +16%\n$TITN +16%\n$LZB +10%\n$YETI +6% \n$NLSN +5%\n$VEEV +5%\n$KIRK +5%\n$BOX +3.5%a https://t.co/cF8ryEjE80',ペペゴマちゃん,,27,634,2266,0,0,0.071428571
$AXP,11/29/2018,b'$AXP:\n\nAmerican Express -1.0% after Buckingham downgrade:\n\nhttps://t.co/R2gyeWUdcO',Sena Aku Kemetse,United States,38,979,181,5,0,0
$AXP,11/29/2018,"b""#stockmarket #investing Thursday's Top Analyst Upgrades and Downgrades PART 1 \n\n$AXP $DKS $D $GRUB $INTC $MSFT $MCDa https://t.co/ukxnW59kEu""",MIPO,,5799,5826,62710,79366,0.066666667,0
$AXP,11/29/2018,b'11/29 52-Week Hi Watch List: $XLNX $WBA $MRK $AXP $UNH $DVMT $TRI $MCD $YUM $AZO $LLY $UAL $UNG $TWLO $ABT $PG #trading',digi:Marketing,,29,44,6302,44,-0.052631579,0
$AXP,11/29/2018,b'Buckingham Research Lowers American Express $AXP to Neutral https://t.co/sg2UPKIGXl',kathryn,,0,1,3,4,-0.25,0
$AXP,11/29/2018,b'Buckingham Research Lowers American Express $AXP to Neutral https://t.co/4CJW1Q2rtZ',Possiberly,,74,42,3842,2010,-0.25,-0.076923077
$AXP,11/29/2018,b'Guggenheim sees good Q4 for payments firms on healthy holiday spend $AXP $MA $V $PYPL $ADYEN $SQ $GPN $TSS https://t.co/Fl9VMFK7fi',やくも。,,43,246,23034,440,0.214285714,-0.058823529
$AXP,11/29/2018,b'Guggenheim sees good Q4 for payments firms on healthy holiday spend $AXP $V $MA $SQ $PYPL $GPN $ADYEN $TSSa https://t.co/UyVQ9cmxUn',Abigail the Snail🐌,,69,52,1860,2269,0.214285714,-0.058823529
$AXP,11/29/2018,b'$AXP $MA $V - Guggenheim sees good Q4 for payments firms on healthy holiday spend https://t.co/Yks6AF1xtn',孤高の山猫藤木中務大輔凪沙,宿毛湾泊地,2965,3378,670728,54166,0.3,0
$AXP,11/29/2018,b'Bitcoin trading with 100x leverage is coming soon! Sign up now and trade without fees!\n\nhttps://t.co/bpAeGvY7Hza https://t.co/Mh1q9nCPVe',Marcos,"Pasig City, Philippines",272,576,1631,1066,0.090909091,0.052631579
$AXP,11/29/2018,b'The selection is: $NFC+ $SMHB $EAGLU $CCK $MNDO $CPSI $RMED $BMCH $AXP $IP. More details at https://t.co/FOOriXawTk',u-chan,a tokio,202,519,30538,16255,0.076923077,0
$AXP,11/29/2018,b'Short Bitcoin here! Sign up and get a VIP account after the launch!\n\nhttps://t.co/nejeo7pwQs\n\n$BTC $ETH $ELF $INDAa https://t.co/KULXVVVw1C',みんと,日本,669,3627,41895,341,0,0
$AXP,11/29/2018,b'Short Bitcoin here! Sign up and get a VIP account after the launch!\n\nhttps://t.co/bpAeGvY7Hz\n\n$BTC $ETH $DOM $NAGAa https://t.co/DGWyfXfB3y',C A Asbrey,Email caasbrey.@gmail.com,22676,17884,83187,64784,0,0
$AXP,11/29/2018,"b'RT @WishingWealth: $QQQ still in daily BWR down-trend; 11 stocks hit ATH: $AMED, $SHEN, $AXP, $MSI, $LHCG, $UNH, $OMCL, $VCRA, $GBCI, $YETIa'",Ryan Van Lenning,"Humboldt County, CA",1784,2527,13883,2925,0,0
$AXP,11/29/2018,"b'RT @WishingWealth: $QQQ still in daily BWR down-trend; 11 stocks hit ATH: $AMED, $SHEN, $AXP, $MSI, $LHCG, $UNH, $OMCL, $VCRA, $GBCI, $YETIa'",とーまさんさん,神戸市,307,3466,25248,585,0,0.076923077
$AXP,11/29/2018,b'Sign up and get a FREE month of trading with no trading fees!\n\nhttps://t.co/bpAeGvY7Hz\n\n$BTC $ETH $BENJ $FTX $RCNa https://t.co/0tRx1f3Xns',こたはる,東京↔神奈川を行ったり来たり,38,441,1364,1414,0,0.083333333
$AXP,11/29/2018,b'Bitcoin trading with 100x leverage is coming soon! Sign up now and trade without fees!\n\nhttps://t.co/iZYjLkSG1Da https://t.co/sRzxm7h719',Dennis Vera,U S A,589,925,2423,31294,0.090909091,-0.153846154
$AXP,11/29/2018,b'Short Bitcoin here! Sign up and get a VIP account after the launch!\n\nhttps://t.co/bpAeGvY7Hz\n\n$BTC $ETH $HEUS $CHSBa https://t.co/q4rdYAmCe9',Jessica Gray,www.jessicagraybooks.com,4995,2843,18539,388,0,0
$AXP,11/29/2018,b'RT @CNBCFastMoney: One corner of the market has been making a quiet comeback all along. @verrone_chris checks out the charts for signs of sa',Audrey Gagnon,"Québec, Canada",49,928,3563,3895,0.076923077,0
$AXP,11/29/2018,b'Trade Bitcoin here with leverage! Sign up now!\n\nhttps://t.co/LoZxSL54a4\n\n$BTC $ETH $KSS $COPY $SENC $TOKE $OMI $YUPa https://t.co/3wHijEPSoN',Jorge Luenda,https://twitter.com/Jorgeluend,3760,3751,58182,57386,0,-0.058823529
$AXP,11/29/2018,b'Short Bitcoin here! Sign up and get a VIP account after the launch!\n\nhttps://t.co/bpAeGvY7Hz\n\n$BTC $ETH $SPHT $UQCa https://t.co/3w85LufjLY',。,,1,7,27,1,0,0
$AXP,11/29/2018,b'Trade Bitcoin here with leverage! Sign up now!\n\nhttps://t.co/nejeo7pwQs\n\n$BTC $ETH $RHOC $RVT $PRO $GEN $GAT $BANCa https://t.co/XgpV9032Ei',Marc Smitty,Global Citizen ,1745,1686,18820,395,0.076923077,0
$AXP,11/29/2018,b'RT @CNBCFastMoney: One corner of the market has been making a quiet comeback all along. @verrone_chris checks out the charts for signs of sa',こーさく,静岡→群馬,497,574,1543,5372,0.076923077,0
$AXP,11/29/2018,"b'Every single time $AXP falls to its 200 day moving average,\nit bounces back up.\nNow $AXP is on the verge of makinga https://t.co/qj57K68yYS'",Passwird.com,CA,491,10,73153,478,0,0.083333333
$AXP,11/29/2018,b'RT @CNBCFastMoney: One corner of the market has been making a quiet comeback all along. @verrone_chris checks out the charts for signs of sa',Alejandra,NM,331,580,97072,116206,0.076923077,-0.0625
$AXP,11/29/2018,b'RT @CNBCFastMoney: One corner of the market has been making a quiet comeback all along. @verrone_chris checks out the charts for signs of sa',森の脈動(フォロバします！),,17822,18001,228024,2,0.076923077,0.076923077
$AXP,11/29/2018,b'top Dow 30 gainers Wednesday  $DIA - $BA $UNH $CAT $AAPL $V $HD $GS $MSFT $MMM $MCD $AXP $IBM $JNJ $WMT $NKE $CVXa https://t.co/uOQtXGGLri',🐶,,64,279,11315,17377,0,-0.066666667
$AXP,11/29/2018,b'Several stocks with faltering breakouts are raising their heads again: $ZTS $CI $TWLO $HUM $PLNT $MLNX $VNDA $INVAa https://t.co/vsdIHeoQku',デイジー Smile,,25,153,881,1604,-0.142857143,0
$AXP,11/29/2018,b'RT @CNBCFastMoney: One corner of the market has been making a quiet comeback all along. @verrone_chris checks out the charts for signs of sa',Bam 🧖🏽‍♀️🖤,"Washington, DC",70,50,2618,169,0.076923077,0
$AXP,11/29/2018,b'some names reaching 30 day highs Wednesday - $BABA $AFSI $BBD $VOD $CMCSA $PFE $INFY $AMAT $MRK $HTZ $ARMK $GSATa https://t.co/nAesXITB0S',Maria Loreto Navarro,España,13304,11244,154914,45711,0,0
$AXP,11/29/2018,b'Buy/Sell Bitcoin moves with up to 100x Leverage at Bitmex! YYZ\n\nReceive a 10% Fee Reduction:\n\nai a https://t.co/32R2hBC0pq',Kike.Indignado,Belgique,98,156,4662,358,0,0
$AXP,11/29/2018,b'American Express $AXP Sets New 52-Week High Following Dividend Announcement https://t.co/Ev451oOpYe',MSD Tech News,"Fareham, Hampshire",1012,248,656855,3791,0,0
$AXP,11/29/2018,b'American Express $AXP Sets New 52-Week High Following Dividend Announcement  https://t.co/GEDI5zjXTE',sateaux,日本,423,291,8141,3175,0,-0.0625
$AXP,11/29/2018,"b'98 - $BIIB, $PFE, $XLNX, $XLV\n  97 - $BILI, $UPS\n  96 - $DHR, $EW, $TTD\n  95 - $EAT, $ERI, $ESRX, $NVS\n  94 - $TMOa https://t.co/RUGFnrReQO'",mari 🌵💗,,1717,3819,25694,20885,0,-0.0625
$AXP,11/29/2018,"b'$QQQ still in daily BWR down-trend; 11 stocks hit ATH: $AMED, $SHEN, $AXP, $MSI, $LHCG, $UNH, $OMCL, $VCRA, $GBCI,a https://t.co/KkYZrqzLBJ'",deep house jas,Manchester ,968,993,14449,9969,0,-0.055555556
$AXP,11/29/2018,"b'Wed (11/28/18) 52 wk high w/vol abv 3-mth avg &amp; Trading range abv 80% (Min $5, Vol &gt; 750K, Opt Vol in any strike &gt;a https://t.co/NlbAODCFxE'",Paul Jenkins,Panama,135,1612,16175,6524,-0.058823529,0
$AXP,11/29/2018,b'Sign up and get a FREE month of trading with no trading fees!\n\nhttps://t.co/iZYjLkSG1D\n\n$BTC $ETH $AST $ANX $ICOBa https://t.co/daW3Lv1oZz',h-k,,18,73,3294,4172,0,-0.153846154
$AXP,11/29/2018,b'Sign up and get a FREE month of trading with no trading fees!\n\nhttps://t.co/027w4bvxMg\n\n$BTC $ETH $RIAL $STAC $ENOa https://t.co/5oU7DlD5DI',猫大佐,,299,258,67541,71324,0,0.076923077
$AXP,11/29/2018,b'Bitcoin trading with 100x leverage is coming soon! Sign up now and trade without fees!\n\nhttps://t.co/iZYjLkSG1Da https://t.co/qkW4p4r7zX',お買い物Web.com,,45,39,350216,0,0.090909091,0
$AXP,11/29/2018,b'Sign up and get a FREE month of trading with no trading fees!\n\nhttps://t.co/LoZxSL54a4\n\n$BTC $ETH $PLAY $TRST $TKTa https://t.co/75cw7du7vd',インテンション,,1863,2350,7376,11300,0.083333333,0
$AXP,11/29/2018,b'Bitcoin trading with 100x leverage is coming soon! Sign up now and trade without fees!\n\nhttps://t.co/iZYjLkSG1Da https://t.co/KpgNooy3WM',Yeng Yu,,38,424,841,1027,0.090909091,0
$AXP,11/29/2018,b'Sign up and get a FREE month of trading with no trading fees!\n\nhttps://t.co/bpAeGvY7Hz\n\n$BTC $ETH $RDIE $MRP $AXPa https://t.co/Q6W74TPGBt',ゆめみる絵本,,1481,3203,41295,6956,0,-0.125
$AXP,11/29/2018,b'Trade Bitcoin here with leverage! Sign up now!\n\nhttps://t.co/iZYjLkSG1D\n\n$BTC $ETH $BOON $PTOY $RMES $SPAN $UMCa https://t.co/NFHPc0q2ha',WATARU,茨城 ,725,1200,59449,51188,0,0.058823529
$AXP,11/29/2018,b'Trade Bitcoin here with leverage! Sign up now!\n\nhttps://t.co/LoZxSL54a4\n\n$BTC $ETH $ADH $QAU $DATA $VLD $DGD $OMIa https://t.co/9tl5YrFATg',Horse warning,大阪 大阪市 都島区,1,25,69,101,0,-0.066666667
$AXP,11/29/2018,b'Short Bitcoin here! Sign up and get a VIP account after the launch!\n\nhttps://t.co/iZYjLkSG1D\n\n$BTC $ETH $PLR $DRGNa https://t.co/lA1pyvs1mH',MartinWillis,,121,197,78,126,0,0
$AXP,11/29/2018,b'@Craig_McDermott Buffett put half his fund in $AXP',Guy Arceneaux,"Baltimore, MD USA",2699,1618,71253,1123,0,-0.2
$AXP,11/29/2018,"b'$BXMT, $XLNX and $AXP making a new 52 week high. https://t.co/u0Rt6C9Sq5 #stockscreener #52weekhigh'",セール電子書籍コミック紹介2@価格は期間限定です,Amazonアソシエイトに参加しています,5747,4586,4454,2,0,0
$AXP,11/29/2018,b'$AXP new high  more upside',ぽこらる@喪中,年末までさいたまに居るよ,114,93,27263,7458,0.25,0
$AXP,11/29/2018,b'These are the 1 stocks in finance sector that yesterday marked all-time highs:\n$AXP',Younes.,"Cairo, Egypt",538,413,6579,7161,0,-0.076923077
$AXP,11/29/2018,b'RT @cfromhertz: TTG Themes &amp; Trends Video: https://t.co/ZwuR3e9ULM \n\nY1big squeeze higher as some of the mountains of cash on sidelines gota',襤褸,田舎ときどき圏外,13,131,174,10,0,0
$AXP,11/29/2018,b'Sign up and get a FREE month of trading with no trading fees!\n\nhttps://t.co/027w4bvxMg\n\n$BTC $ETH $TPT $NCAS $TAUa https://t.co/aMGSJ3Wtcm',HypLern,"Toronto, Ontario",13,10,3672,2998,0,0
$AXP,11/29/2018,b'I just bought $AXP on my @AmericanExpress YTMY34Y Z',C A Asbrey,Email caasbrey.@gmail.com,22676,17884,83188,64785,0.2,0
$AXP,11/29/2018,b'Warren Buffett is betting $86 billion on this industry $GS $WFC $AXP $BK $JPM https://t.co/LN5QLKOR8M',Forever Yatra Bogotá 🦋,Bogota-Colombia,3838,431,9409,1231,0.111111111,-0.066666667
